messages,label
Bbq this sat at mine from 6ish. Ur welcome 2 come,Non-Spam
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",Non-Spam
Alright. I'm out--have a good night!,Non-Spam
Did you try making another butt.,Non-Spam
Hope you are feeling great. Pls fill me in. Abiola,Non-Spam
I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,Non-Spam
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",Non-Spam
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",Spam
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",Spam
We're finally ready fyi,Non-Spam
Auntie huai juan never pick up her phone,Non-Spam
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Spam
"Ya tel, wats ur problem..",Non-Spam
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,Spam
i dnt wnt to tlk wid u,Non-Spam
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",Non-Spam
Its ok my arm is feeling weak cuz i got a shot so we can go another time,Non-Spam
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,Non-Spam
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",Non-Spam
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,Non-Spam
All e best 4 ur exam later.,Non-Spam
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,Non-Spam
Oh k.i think most of wi and nz players unsold.,Non-Spam
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",Non-Spam
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",Non-Spam
"Haha just kidding, papa needs drugs",Non-Spam
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",Non-Spam
Oh ok..,Non-Spam
R we still meeting 4 dinner tonight?,Non-Spam
Thats cool! I am a gentleman and will treat you with dignity and respect.,Non-Spam
Shall i start from hear.,Non-Spam
Then we wait 4 u lor... No need 2 feel bad lar...,Non-Spam
No did you check? I got his detailed message now,Non-Spam
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,Non-Spam
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",Non-Spam
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,Non-Spam
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,Non-Spam
cool. We will have fun practicing making babies!,Non-Spam
Actually getting ready to leave the house.,Non-Spam
K..k..any special today?,Non-Spam
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",Spam
Then we gotta do it after that,Non-Spam
"I've got ten bucks, jay is being noncomittal",Non-Spam
Where at were hungry too,Non-Spam
Pls speak to that customer machan.,Non-Spam
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,Non-Spam
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",Non-Spam
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,Spam
So wats ur opinion abt him and how abt is character?,Non-Spam
Jay is snickering and tells me that x is totally fucking up the chords as we speak,Non-Spam
No..few hours before.went to hair cut .,Non-Spam
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,Non-Spam
Lmao. Take a pic and send it to me.,Non-Spam
"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",Non-Spam
No. She's currently in scotland for that.,Non-Spam
Do you work all this week ?,Non-Spam
Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,Spam
Lol great now im getting hungry.,Non-Spam
Yes.. now only saw your message..,Non-Spam
I'll be at mu in like  &lt;#&gt;  seconds,Non-Spam
Ok...,Non-Spam
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,Non-Spam
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",Non-Spam
For sale - arsenal dartboard. Good condition but no doubles or trebles!,Spam
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,Non-Spam
"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",Non-Spam
Thanks for ve lovely wisheds. You rock,Non-Spam
You intrepid duo you! Have a great time and see you both soon. ,Non-Spam
I asked sen to come chennai and search for job.,Non-Spam
Dad went out oredi... ,Non-Spam
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",Non-Spam
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,Non-Spam
"Arms fine, how's Cardiff and uni? ",Non-Spam
In fact when do you leave? I think addie goes back to school tues or wed,Non-Spam
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",Non-Spam
Ya:)going for restaurant..,Non-Spam
"Its ok., i just askd did u knw tht no?",Non-Spam
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,Spam
Those ducking chinchillas,Non-Spam
I am in a marriage function,Non-Spam
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,Non-Spam
DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,Non-Spam
As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,Spam
say thanks2. ,Non-Spam
Msg me when rajini comes.,Non-Spam
Ya! when are Ì_ taking ure practical lessons? I start in june..  ,Non-Spam
"That's good, because I need drugs",Non-Spam
Stupid.its not possible,Non-Spam
Can Ì_ all decide faster cos my sis going home liao..,Non-Spam
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,Spam
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,Non-Spam
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,Spam
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",Non-Spam
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,Spam
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",Non-Spam
Kinda. First one gets in at twelve! Aah. Speak tomo,Non-Spam
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",Spam
Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,Non-Spam
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,Non-Spam
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",Spam
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,Non-Spam
I wont touch you with out your permission.,Non-Spam
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,Spam
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",Non-Spam
Take some small dose tablet for fever,Non-Spam
Oh. U must have taken your REAL Valentine out shopping first.,Non-Spam
"Just sent you an email ÛÒ to an address with incomm in it, is that right?",Non-Spam
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",Non-Spam
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",Non-Spam
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",Non-Spam
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,Non-Spam
Why you keeping me away like this,Non-Spam
I think its far more than that but find out. Check google maps for a place from your dorm.,Non-Spam
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,Non-Spam
Have you always been saying welp?,Non-Spam
"I'm a guy, browsin is compulsory",Non-Spam
Ok...,Non-Spam
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,Non-Spam
"Sorry, I'll call later",Non-Spam
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",Non-Spam
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",Non-Spam
I told your number to gautham..,Non-Spam
Tell them no need to investigate about me anywhere.,Non-Spam
Ok i juz receive..,Non-Spam
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",Non-Spam
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",Spam
In the end she might still vomit but its okay. Not everything will come out.,Non-Spam
How are you with moneY...as in to you...money aint a thing....how are you sha!,Non-Spam
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,Non-Spam
Hey gals.. Anyone of u going down to e driving centre tmr?,Non-Spam
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,Non-Spam
I'm putting it on now. It should be ready for  &lt;TIME&gt; ,Non-Spam
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",Non-Spam
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",Spam
Host-based IDPS for linux systems.,Non-Spam
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",Spam
Don no da:)whats you plan?,Non-Spam
Ill be there on  &lt;#&gt;  ok.,Non-Spam
Oh my God. I'm almost home,Non-Spam
Total video converter free download type this in google search:),Non-Spam
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,Spam
